State,Year,Quarter,District,Registered_users
odisha,2018,3,Khordha,499472
odisha,2018,3,Cuttack,239067
odisha,2018,3,Ganjam,217114
odisha,2018,3,Baleshwar,180370
odisha,2018,3,Jajapur,149049
odisha,2018,3,Sundargarh,130288
odisha,2018,3,Puri,124859
odisha,2018,3,Kendujhar,108387
odisha,2018,3,Bhadrak,105030
odisha,2018,3,Anugul,97856
odisha,2018,4,Khordha,626645
odisha,2018,4,Cuttack,310337
odisha,2018,4,Ganjam,279943
odisha,2018,4,Baleshwar,231913
odisha,2018,4,Jajapur,201210
odisha,2018,4,Sundargarh,166328
odisha,2018,4,Puri,163528
odisha,2018,4,Kendujhar,142222
odisha,2018,4,Bhadrak,141565
odisha,2018,4,Anugul,124644
madhya-pradesh,2022,1,Indore,2291709
madhya-pradesh,2022,1,Bhopal,1729248
madhya-pradesh,2022,1,Gwalior,919789
madhya-pradesh,2022,1,Jabalpur,844191
madhya-pradesh,2022,1,Ujjain,680599
madhya-pradesh,2022,1,Sagar,573791
madhya-pradesh,2022,1,Dhar,554545
madhya-pradesh,2022,1,Rewa,533627
madhya-pradesh,2022,1,Chhindwara,528140
madhya-pradesh,2022,1,Satna,488378
madhya-pradesh,2022,2,Indore,2412576
madhya-pradesh,2022,2,Bhopal,1820625
madhya-pradesh,2022,2,Gwalior,970340
madhya-pradesh,2022,2,Jabalpur,889518
madhya-pradesh,2022,2,Ujjain,719339
madhya-pradesh,2022,2,Sagar,605733
madhya-pradesh,2022,2,Dhar,586670
madhya-pradesh,2022,2,Rewa,564327
madhya-pradesh,2022,2,Chhindwara,557958
madhya-pradesh,2022,2,Satna,516107
madhya-pradesh,2022,3,Indore,2537328
madhya-pradesh,2022,3,Bhopal,1915532
madhya-pradesh,2022,3,Gwalior,1022539
madhya-pradesh,2022,3,Jabalpur,935649
madhya-pradesh,2022,3,Ujjain,758373
madhya-pradesh,2022,3,Sagar,638100
madhya-pradesh,2022,3,Dhar,618777
madhya-pradesh,2022,3,Rewa,594588
madhya-pradesh,2022,3,Chhindwara,587412
madhya-pradesh,2022,3,Satna,544011
madhya-pradesh,2022,4,Indore,2660518
madhya-pradesh,2022,4,Bhopal,2009655
madhya-pradesh,2022,4,Gwalior,1073648
madhya-pradesh,2022,4,Jabalpur,980428
madhya-pradesh,2022,4,Ujjain,794711
madhya-pradesh,2022,4,Sagar,667526
madhya-pradesh,2022,4,Dhar,648535
madhya-pradesh,2022,4,Rewa,622122
madhya-pradesh,2022,4,Chhindwara,613456
madhya-pradesh,2022,4,Satna,569320
madhya-pradesh,2024,1,Indore,3217251
madhya-pradesh,2024,1,Bhopal,2436143
madhya-pradesh,2024,1,Gwalior,1307564
madhya-pradesh,2024,1,Jabalpur,1193636
madhya-pradesh,2024,1,Ujjain,978177
madhya-pradesh,2024,1,Sagar,824727
madhya-pradesh,2024,1,Dhar,802038
madhya-pradesh,2024,1,Rewa,764984
madhya-pradesh,2024,1,Chhindwara,756689
madhya-pradesh,2024,1,Satna,703168
madhya-pradesh,2024,2,Indore,3336262
madhya-pradesh,2024,2,Bhopal,2528021
madhya-pradesh,2024,2,Gwalior,1355896
madhya-pradesh,2024,2,Jabalpur,1239008
madhya-pradesh,2024,2,Ujjain,1015587
madhya-pradesh,2024,2,Sagar,856655
madhya-pradesh,2024,2,Dhar,833099
madhya-pradesh,2024,2,Rewa,794199
madhya-pradesh,2024,2,Chhindwara,785786
madhya-pradesh,2024,2,Satna,730055
madhya-pradesh,2024,3,Indore,3457022
madhya-pradesh,2024,3,Bhopal,2456267
madhya-pradesh,2024,3,Gwalior,1370838
madhya-pradesh,2024,3,Jabalpur,1280233
madhya-pradesh,2024,3,Ujjain,1086484
madhya-pradesh,2024,3,Dhar,937167
madhya-pradesh,2024,3,Sagar,912167
madhya-pradesh,2024,3,Dewas,710884
madhya-pradesh,2024,3,Chhindwara,702158
madhya-pradesh,2024,3,Ratlam,683793
madhya-pradesh,2024,4,Indore,3561408
madhya-pradesh,2024,4,Bhopal,2532916
madhya-pradesh,2024,4,Gwalior,1415249
madhya-pradesh,2024,4,Jabalpur,1322938
madhya-pradesh,2024,4,Ujjain,1122016
madhya-pradesh,2024,4,Dhar,967815
madhya-pradesh,2024,4,Sagar,944144
madhya-pradesh,2024,4,Dewas,732757
madhya-pradesh,2024,4,Chhindwara,728140
madhya-pradesh,2024,4,Ratlam,706494
madhya-pradesh,2023,1,Indore,2780295
madhya-pradesh,2023,1,Bhopal,2101098
madhya-pradesh,2023,1,Gwalior,1123707
madhya-pradesh,2023,1,Jabalpur,1025803
madhya-pradesh,2023,1,Ujjain,832451
madhya-pradesh,2023,1,Sagar,699722
madhya-pradesh,2023,1,Dhar,679569
madhya-pradesh,2023,1,Rewa,651354
madhya-pradesh,2023,1,Chhindwara,642022
madhya-pradesh,2023,1,Satna,596769
madhya-pradesh,2023,2,Indore,2883610
madhya-pradesh,2023,2,Bhopal,2179557
madhya-pradesh,2023,2,Gwalior,1168513
madhya-pradesh,2023,2,Jabalpur,1065846
madhya-pradesh,2023,2,Ujjain,868546
madhya-pradesh,2023,2,Sagar,730094
madhya-pradesh,2023,2,Dhar,710181
madhya-pradesh,2023,2,Rewa,680100
madhya-pradesh,2023,2,Chhindwara,670155
madhya-pradesh,2023,2,Satna,623076
madhya-pradesh,2023,3,Indore,2996261
madhya-pradesh,2023,3,Bhopal,2265685
madhya-pradesh,2023,3,Gwalior,1215484
madhya-pradesh,2023,3,Jabalpur,1108465
madhya-pradesh,2023,3,Ujjain,905474
madhya-pradesh,2023,3,Sagar,761623
madhya-pradesh,2023,3,Dhar,740878
madhya-pradesh,2023,3,Rewa,708385
madhya-pradesh,2023,3,Chhindwara,698604
madhya-pradesh,2023,3,Satna,649398
madhya-pradesh,2023,4,Indore,3098089
madhya-pradesh,2023,4,Bhopal,2344171
madhya-pradesh,2023,4,Gwalior,1257720
madhya-pradesh,2023,4,Jabalpur,1147811
madhya-pradesh,2023,4,Ujjain,938748
madhya-pradesh,2023,4,Sagar,790240
madhya-pradesh,2023,4,Dhar,768839
madhya-pradesh,2023,4,Rewa,734299
madhya-pradesh,2023,4,Chhindwara,724870
madhya-pradesh,2023,4,Satna,673980
madhya-pradesh,2019,1,Indore,844465
madhya-pradesh,2019,1,Bhopal,670417
madhya-pradesh,2019,1,Gwalior,331504
madhya-pradesh,2019,1,Jabalpur,295042
madhya-pradesh,2019,1,Ujjain,214818
madhya-pradesh,2019,1,Sagar,194467
madhya-pradesh,2019,1,Rewa,188803
madhya-pradesh,2019,1,Chhindwara,168633
madhya-pradesh,2019,1,Dhar,166663
madhya-pradesh,2019,1,Satna,160954
madhya-pradesh,2019,2,Indore,955207
madhya-pradesh,2019,2,Bhopal,756839
madhya-pradesh,2019,2,Gwalior,373367
madhya-pradesh,2019,2,Jabalpur,336963
madhya-pradesh,2019,2,Ujjain,247033
madhya-pradesh,2019,2,Sagar,219328
madhya-pradesh,2019,2,Rewa,211420
madhya-pradesh,2019,2,Chhindwara,192226
madhya-pradesh,2019,2,Dhar,190659
madhya-pradesh,2019,2,Satna,182176
madhya-pradesh,2019,3,Indore,1071598
madhya-pradesh,2019,3,Bhopal,846170
madhya-pradesh,2019,3,Gwalior,417846
madhya-pradesh,2019,3,Jabalpur,380209
madhya-pradesh,2019,3,Ujjain,280589
madhya-pradesh,2019,3,Sagar,243729
madhya-pradesh,2019,3,Rewa,232367
madhya-pradesh,2019,3,Chhindwara,214945
madhya-pradesh,2019,3,Dhar,214712
madhya-pradesh,2019,3,Satna,203019
madhya-pradesh,2019,4,Indore,1181500
madhya-pradesh,2019,4,Bhopal,926576
madhya-pradesh,2019,4,Gwalior,461960
madhya-pradesh,2019,4,Jabalpur,422786
madhya-pradesh,2019,4,Ujjain,314250
madhya-pradesh,2019,4,Sagar,272650
madhya-pradesh,2019,4,Rewa,260351
madhya-pradesh,2019,4,Dhar,242108
madhya-pradesh,2019,4,Chhindwara,240962
madhya-pradesh,2019,4,Satna,228680
madhya-pradesh,2021,1,Indore,1769869
madhya-pradesh,2021,1,Bhopal,1340741
madhya-pradesh,2021,1,Gwalior,703232
madhya-pradesh,2021,1,Jabalpur,650087
madhya-pradesh,2021,1,Ujjain,513868
madhya-pradesh,2021,1,Sagar,432938
madhya-pradesh,2021,1,Dhar,415117
madhya-pradesh,2021,1,Rewa,403013
madhya-pradesh,2021,1,Chhindwara,399276
madhya-pradesh,2021,1,Satna,368299
madhya-pradesh,2021,2,Indore,1892259
madhya-pradesh,2021,2,Bhopal,1431127
madhya-pradesh,2021,2,Gwalior,753172
madhya-pradesh,2021,2,Jabalpur,695130
madhya-pradesh,2021,2,Ujjain,552204
madhya-pradesh,2021,2,Sagar,464791
madhya-pradesh,2021,2,Dhar,447074
madhya-pradesh,2021,2,Rewa,432682
madhya-pradesh,2021,2,Chhindwara,428800
madhya-pradesh,2021,2,Satna,395440
madhya-pradesh,2021,3,Indore,2028266
madhya-pradesh,2021,3,Bhopal,1531544
madhya-pradesh,2021,3,Gwalior,809887
madhya-pradesh,2021,3,Jabalpur,745631
madhya-pradesh,2021,3,Ujjain,596195
madhya-pradesh,2021,3,Sagar,501819
madhya-pradesh,2021,3,Dhar,483901
madhya-pradesh,2021,3,Rewa,466895
madhya-pradesh,2021,3,Chhindwara,462834
madhya-pradesh,2021,3,Satna,426929
madhya-pradesh,2021,4,Indore,2164101
madhya-pradesh,2021,4,Bhopal,1633266
madhya-pradesh,2021,4,Gwalior,866561
madhya-pradesh,2021,4,Jabalpur,796148
madhya-pradesh,2021,4,Ujjain,639197
madhya-pradesh,2021,4,Sagar,538447
madhya-pradesh,2021,4,Dhar,519970
madhya-pradesh,2021,4,Rewa,500513
madhya-pradesh,2021,4,Chhindwara,495990
madhya-pradesh,2021,4,Satna,457858
madhya-pradesh,2020,1,Indore,1287857
madhya-pradesh,2020,1,Bhopal,1003288
madhya-pradesh,2020,1,Gwalior,506221
madhya-pradesh,2020,1,Jabalpur,462069
madhya-pradesh,2020,1,Ujjain,349476
madhya-pradesh,2020,1,Sagar,299753
madhya-pradesh,2020,1,Rewa,285832
madhya-pradesh,2020,1,Dhar,270891
madhya-pradesh,2020,1,Chhindwara,268008
madhya-pradesh,2020,1,Satna,253988
madhya-pradesh,2020,2,Indore,1410157
madhya-pradesh,2020,2,Bhopal,1080094
madhya-pradesh,2020,2,Gwalior,554377
madhya-pradesh,2020,2,Jabalpur,507707
madhya-pradesh,2020,2,Ujjain,395028
madhya-pradesh,2020,2,Sagar,333878
madhya-pradesh,2020,2,Rewa,313486
madhya-pradesh,2020,2,Dhar,310389
madhya-pradesh,2020,2,Chhindwara,302791
madhya-pradesh,2020,2,Satna,281414
madhya-pradesh,2020,3,Indore,1524036
madhya-pradesh,2020,3,Bhopal,1162000
madhya-pradesh,2020,3,Gwalior,603096
madhya-pradesh,2020,3,Jabalpur,555235
madhya-pradesh,2020,3,Ujjain,436068
madhya-pradesh,2020,3,Sagar,368745
madhya-pradesh,2020,3,Dhar,346394
madhya-pradesh,2020,3,Rewa,343897
madhya-pradesh,2020,3,Chhindwara,336306
madhya-pradesh,2020,3,Satna,311884
madhya-pradesh,2020,4,Indore,1645564
madhya-pradesh,2020,4,Bhopal,1249343
madhya-pradesh,2020,4,Gwalior,652985
madhya-pradesh,2020,4,Jabalpur,604034
madhya-pradesh,2020,4,Ujjain,475637
madhya-pradesh,2020,4,Sagar,402006
madhya-pradesh,2020,4,Dhar,382523
madhya-pradesh,2020,4,Rewa,374099
madhya-pradesh,2020,4,Chhindwara,370027
madhya-pradesh,2020,4,Satna,340632
madhya-pradesh,2018,1,Indore,366977
madhya-pradesh,2018,1,Bhopal,307312
madhya-pradesh,2018,1,Gwalior,142453
madhya-pradesh,2018,1,Jabalpur,115953
madhya-pradesh,2018,1,Ujjain,84441
madhya-pradesh,2018,1,Rewa,73336
madhya-pradesh,2018,1,Sagar,72857
madhya-pradesh,2018,1,Chhindwara,65005
madhya-pradesh,2018,1,Dhar,63440
madhya-pradesh,2018,1,Dewas,62902
madhya-pradesh,2018,2,Indore,479904
madhya-pradesh,2018,2,Bhopal,398498
madhya-pradesh,2018,2,Gwalior,193605
madhya-pradesh,2018,2,Jabalpur,155624
madhya-pradesh,2018,2,Ujjain,113216
madhya-pradesh,2018,2,Rewa,100661
madhya-pradesh,2018,2,Sagar,100623
madhya-pradesh,2018,2,Chhindwara,87704
madhya-pradesh,2018,2,Dhar,86280
madhya-pradesh,2018,2,Dewas,84342
madhya-pradesh,2018,3,Indore,585621
madhya-pradesh,2018,3,Bhopal,474192
madhya-pradesh,2018,3,Gwalior,236305
madhya-pradesh,2018,3,Jabalpur,193535
madhya-pradesh,2018,3,Ujjain,143770
madhya-pradesh,2018,3,Sagar,128283
madhya-pradesh,2018,3,Rewa,125803
madhya-pradesh,2018,3,Dhar,110726
madhya-pradesh,2018,3,Chhindwara,109266
madhya-pradesh,2018,3,Dewas,105774
madhya-pradesh,2018,4,Indore,712479
madhya-pradesh,2018,4,Bhopal,571518
madhya-pradesh,2018,4,Gwalior,284894
madhya-pradesh,2018,4,Jabalpur,248495
madhya-pradesh,2018,4,Ujjain,177894
madhya-pradesh,2018,4,Sagar,162788
madhya-pradesh,2018,4,Rewa,160024
madhya-pradesh,2018,4,Chhindwara,139301
madhya-pradesh,2018,4,Dhar,137501
madhya-pradesh,2018,4,Satna,133865
rajasthan,2022,1,Jaipur,5133527
rajasthan,2022,1,Alwar,1570711
rajasthan,2022,1,Jodhpur,1370206
rajasthan,2022,1,Sikar,1017503
rajasthan,2022,1,Ajmer,947827
rajasthan,2022,1,Nagaur,901819
rajasthan,2022,1,Kota,882916
rajasthan,2022,1,Bhilwara,871188
rajasthan,2022,1,Udaipur,816476
rajasthan,2022,1,Jhunjhunu,752608
rajasthan,2022,2,Jaipur,5409763
rajasthan,2022,2,Alwar,1661785
rajasthan,2022,2,Jodhpur,1444490
rajasthan,2022,2,Sikar,1074986
rajasthan,2022,2,Ajmer,998746
rajasthan,2022,2,Nagaur,952752
rajasthan,2022,2,Kota,931689
rajasthan,2022,2,Bhilwara,921021
rajasthan,2022,2,Udaipur,862053
rajasthan,2022,2,Jhunjhunu,795815
rajasthan,2022,3,Jaipur,5696726
rajasthan,2022,3,Alwar,1755844
rajasthan,2022,3,Jodhpur,1517702
rajasthan,2022,3,Sikar,1133443
rajasthan,2022,3,Ajmer,1050146
rajasthan,2022,3,Nagaur,1001401
rajasthan,2022,3,Kota,982248
rajasthan,2022,3,Bhilwara,971352
rajasthan,2022,3,Udaipur,908034
rajasthan,2022,3,Jhunjhunu,839052
rajasthan,2022,4,Jaipur,5975863
rajasthan,2022,4,Alwar,1843138
rajasthan,2022,4,Jodhpur,1583620
rajasthan,2022,4,Sikar,1185927
rajasthan,2022,4,Ajmer,1097266
rajasthan,2022,4,Nagaur,1043562
rajasthan,2022,4,Kota,1031196
rajasthan,2022,4,Bhilwara,1017032
rajasthan,2022,4,Udaipur,949767
rajasthan,2022,4,Jhunjhunu,876787
rajasthan,2024,1,Jaipur,7253881
rajasthan,2024,1,Alwar,2270393
rajasthan,2024,1,Jodhpur,1933181
rajasthan,2024,1,Sikar,1461236
rajasthan,2024,1,Ajmer,1334929
rajasthan,2024,1,Nagaur,1290786
rajasthan,2024,1,Kota,1264105
rajasthan,2024,1,Bhilwara,1256777
rajasthan,2024,1,Udaipur,1161696
rajasthan,2024,1,Jhunjhunu,1080420
rajasthan,2024,2,Jaipur,7522194
rajasthan,2024,2,Alwar,2357624
rajasthan,2024,2,Jodhpur,2004056
rajasthan,2024,2,Sikar,1517703
rajasthan,2024,2,Ajmer,1384040
rajasthan,2024,2,Nagaur,1340651
rajasthan,2024,2,Kota,1312699
rajasthan,2024,2,Bhilwara,1304282
rajasthan,2024,2,Udaipur,1205522
rajasthan,2024,2,Jhunjhunu,1122057
rajasthan,2024,3,Jaipur,5219354
rajasthan,2024,3,Jaipur Rural,1430124
rajasthan,2024,3,Kota,1348463
rajasthan,2024,3,Sikar,1185364
rajasthan,2024,3,Jodhpur,1154160
rajasthan,2024,3,Udaipur,1145180
rajasthan,2024,3,Bikaner,1138132
rajasthan,2024,3,Alwar,1057687
rajasthan,2024,3,Ajmer,1011766
rajasthan,2024,3,Bhilwara,934621
rajasthan,2024,4,Jaipur,5371681
rajasthan,2024,4,Jaipur Rural,1471885
rajasthan,2024,4,Kota,1393621
rajasthan,2024,4,Sikar,1233678
rajasthan,2024,4,Jodhpur,1196146
rajasthan,2024,4,Udaipur,1185490
rajasthan,2024,4,Bikaner,1180630
rajasthan,2024,4,Alwar,1093734
rajasthan,2024,4,Ajmer,1046582
rajasthan,2024,4,Bhilwara,972156
rajasthan,2023,1,Jaipur,6247095
rajasthan,2023,1,Alwar,1931404
rajasthan,2023,1,Jodhpur,1654436
rajasthan,2023,1,Sikar,1241633
rajasthan,2023,1,Ajmer,1146113
rajasthan,2023,1,Nagaur,1091225
rajasthan,2023,1,Kota,1079455
rajasthan,2023,1,Bhilwara,1065499
rajasthan,2023,1,Udaipur,992940
rajasthan,2023,1,Jhunjhunu,917983
rajasthan,2023,2,Jaipur,6490210
rajasthan,2023,2,Alwar,2015122
rajasthan,2023,2,Jodhpur,1723274
rajasthan,2023,2,Sikar,1295705
rajasthan,2023,2,Ajmer,1191890
rajasthan,2023,2,Nagaur,1140617
rajasthan,2023,2,Kota,1123468
rajasthan,2023,2,Bhilwara,1112475
rajasthan,2023,2,Udaipur,1034200
rajasthan,2023,2,Jhunjhunu,957879
rajasthan,2023,3,Jaipur,6745507
rajasthan,2023,3,Alwar,2100632
rajasthan,2023,3,Jodhpur,1793526
rajasthan,2023,3,Sikar,1350861
rajasthan,2023,3,Ajmer,1240780
rajasthan,2023,3,Nagaur,1190241
rajasthan,2023,3,Kota,1170118
rajasthan,2023,3,Bhilwara,1161222
rajasthan,2023,3,Udaipur,1075658
rajasthan,2023,3,Jhunjhunu,998478
rajasthan,2023,4,Jaipur,6983265
rajasthan,2023,4,Alwar,2179932
rajasthan,2023,4,Jodhpur,1857340
rajasthan,2023,4,Sikar,1402231
rajasthan,2023,4,Ajmer,1284233
rajasthan,2023,4,Nagaur,1236331
rajasthan,2023,4,Kota,1214016
rajasthan,2023,4,Bhilwara,1205003
rajasthan,2023,4,Udaipur,1115611
rajasthan,2023,4,Jhunjhunu,1036803
rajasthan,2019,1,Jaipur,2060175
rajasthan,2019,1,Alwar,517681
rajasthan,2019,1,Jodhpur,434178
rajasthan,2019,1,Sikar,318166
rajasthan,2019,1,Kota,318085
rajasthan,2019,1,Ajmer,290433
rajasthan,2019,1,Bhilwara,276384
rajasthan,2019,1,Nagaur,259361
rajasthan,2019,1,Udaipur,258915
rajasthan,2019,1,Jhunjhunu,238956
rajasthan,2019,2,Jaipur,2290462
rajasthan,2019,2,Alwar,593855
rajasthan,2019,2,Jodhpur,499967
rajasthan,2019,2,Sikar,366729
rajasthan,2019,2,Kota,359152
rajasthan,2019,2,Ajmer,335167
rajasthan,2019,2,Bhilwara,314517
rajasthan,2019,2,Nagaur,301083
rajasthan,2019,2,Udaipur,296062
rajasthan,2019,2,Jhunjhunu,275603
rajasthan,2019,3,Jaipur,2520933
rajasthan,2019,3,Alwar,666462
rajasthan,2019,3,Jodhpur,557784
rajasthan,2019,3,Sikar,412367
rajasthan,2019,3,Kota,399776
rajasthan,2019,3,Ajmer,378921
rajasthan,2019,3,Bhilwara,352747
rajasthan,2019,3,Nagaur,337197
rajasthan,2019,3,Udaipur,336408
rajasthan,2019,3,Jhunjhunu,307034
rajasthan,2019,4,Jaipur,2746860
rajasthan,2019,4,Alwar,742956
rajasthan,2019,4,Jodhpur,622601
rajasthan,2019,4,Sikar,464940
rajasthan,2019,4,Kota,441496
rajasthan,2019,4,Ajmer,426926
rajasthan,2019,4,Bhilwara,394803
rajasthan,2019,4,Nagaur,383582
rajasthan,2019,4,Udaipur,378564
rajasthan,2019,4,Jhunjhunu,344011
rajasthan,2021,1,Jaipur,3951866
rajasthan,2021,1,Alwar,1185599
rajasthan,2021,1,Jodhpur,1036855
rajasthan,2021,1,Sikar,770103
rajasthan,2021,1,Ajmer,723852
rajasthan,2021,1,Kota,674683
rajasthan,2021,1,Nagaur,674465
rajasthan,2021,1,Bhilwara,651400
rajasthan,2021,1,Udaipur,619264
rajasthan,2021,1,Jhunjhunu,569602
rajasthan,2021,2,Jaipur,4226231
rajasthan,2021,2,Alwar,1273307
rajasthan,2021,2,Jodhpur,1114131
rajasthan,2021,2,Sikar,826855
rajasthan,2021,2,Ajmer,776294
rajasthan,2021,2,Nagaur,726871
rajasthan,2021,2,Kota,722793
rajasthan,2021,2,Bhilwara,701929
rajasthan,2021,2,Udaipur,664816
rajasthan,2021,2,Jhunjhunu,611825
rajasthan,2021,3,Jaipur,4534297
rajasthan,2021,3,Alwar,1374586
rajasthan,2021,3,Jodhpur,1202937
rajasthan,2021,3,Sikar,892015
rajasthan,2021,3,Ajmer,835375
rajasthan,2021,3,Nagaur,787565
rajasthan,2021,3,Kota,777099
rajasthan,2021,3,Bhilwara,760232
rajasthan,2021,3,Udaipur,716657
rajasthan,2021,3,Jhunjhunu,660246
rajasthan,2021,4,Jaipur,4841883
rajasthan,2021,4,Alwar,1474129
rajasthan,2021,4,Jodhpur,1288773
rajasthan,2021,4,Sikar,955025
rajasthan,2021,4,Ajmer,892912
rajasthan,2021,4,Nagaur,845508
rajasthan,2021,4,Kota,831250
rajasthan,2021,4,Bhilwara,816969
rajasthan,2021,4,Udaipur,767224
rajasthan,2021,4,Jhunjhunu,706897
rajasthan,2020,1,Jaipur,2966508
rajasthan,2020,1,Alwar,825297
rajasthan,2020,1,Jodhpur,695569
rajasthan,2020,1,Sikar,522371
rajasthan,2020,1,Kota,483202
rajasthan,2020,1,Ajmer,482545
rajasthan,2020,1,Bhilwara,442746
rajasthan,2020,1,Nagaur,437492
rajasthan,2020,1,Udaipur,422167
rajasthan,2020,1,Jhunjhunu,386643
rajasthan,2020,2,Jaipur,3182014
rajasthan,2020,2,Alwar,915475
rajasthan,2020,2,Jodhpur,786584
rajasthan,2020,2,Sikar,589850
rajasthan,2020,2,Ajmer,543273
rajasthan,2020,2,Kota,529843
rajasthan,2020,2,Nagaur,507139
rajasthan,2020,2,Bhilwara,494563
rajasthan,2020,2,Udaipur,470976
rajasthan,2020,2,Jhunjhunu,438673
rajasthan,2020,3,Jaipur,3433167
rajasthan,2020,3,Alwar,1008033
rajasthan,2020,3,Jodhpur,870849
rajasthan,2020,3,Sikar,652190
rajasthan,2020,3,Ajmer,605298
rajasthan,2020,3,Kota,577117
rajasthan,2020,3,Nagaur,564788
rajasthan,2020,3,Bhilwara,548564
rajasthan,2020,3,Udaipur,522695
rajasthan,2020,3,Jhunjhunu,484411
rajasthan,2020,4,Jaipur,3679874
rajasthan,2020,4,Alwar,1096436
rajasthan,2020,4,Jodhpur,956422
rajasthan,2020,4,Sikar,712668
rajasthan,2020,4,Ajmer,667786
rajasthan,2020,4,Kota,625674
rajasthan,2020,4,Nagaur,621602
rajasthan,2020,4,Bhilwara,600492
rajasthan,2020,4,Udaipur,572833
rajasthan,2020,4,Jhunjhunu,527749
rajasthan,2018,1,Jaipur,900773
rajasthan,2018,1,Alwar,203096
rajasthan,2018,1,Jodhpur,172648
rajasthan,2018,1,Kota,141411
rajasthan,2018,1,Sikar,133983
rajasthan,2018,1,Ajmer,118458
rajasthan,2018,1,Udaipur,111919
rajasthan,2018,1,Bhilwara,111753
rajasthan,2018,1,Nagaur,101581
rajasthan,2018,1,Jhunjhunu,98912
rajasthan,2018,2,Jaipur,1182983
rajasthan,2018,2,Alwar,275869
rajasthan,2018,2,Jodhpur,229215
rajasthan,2018,2,Kota,184759
rajasthan,2018,2,Sikar,178308
rajasthan,2018,2,Ajmer,157947
rajasthan,2018,2,Bhilwara,149055
rajasthan,2018,2,Udaipur,146348
rajasthan,2018,2,Nagaur,138240
rajasthan,2018,2,Jhunjhunu,134221
rajasthan,2018,3,Jaipur,1438305
rajasthan,2018,3,Alwar,345018
rajasthan,2018,3,Jodhpur,278965
rajasthan,2018,3,Kota,218406
rajasthan,2018,3,Sikar,216465
rajasthan,2018,3,Ajmer,193489
rajasthan,2018,3,Bhilwara,184376
rajasthan,2018,3,Udaipur,176698
rajasthan,2018,3,Nagaur,170749
rajasthan,2018,3,Jhunjhunu,162942
rajasthan,2018,4,Jaipur,1733893
rajasthan,2018,4,Alwar,426052
rajasthan,2018,4,Jodhpur,352924
rajasthan,2018,4,Kota,263264
rajasthan,2018,4,Sikar,262310
rajasthan,2018,4,Ajmer,237037
rajasthan,2018,4,Bhilwara,225409
rajasthan,2018,4,Udaipur,216089
rajasthan,2018,4,Nagaur,210067
rajasthan,2018,4,Jhunjhunu,196607
andhra-pradesh,2022,1,Visakhapatnam,3061324
andhra-pradesh,2022,1,East Godavari,2432305
andhra-pradesh,2022,1,Krishna,2423373
andhra-pradesh,2022,1,Guntur,2387051
andhra-pradesh,2022,1,Chittoor,2270705
andhra-pradesh,2022,1,Anantapur,1827094
andhra-pradesh,2022,1,Kurnool,1729513
andhra-pradesh,2022,1,West Godavari,1626039
andhra-pradesh,2022,1,Spsr Nellore,1431664
andhra-pradesh,2022,1,Prakasam,1408929
andhra-pradesh,2022,2,Visakhapatnam,3226029
andhra-pradesh,2022,2,East Godavari,2564165
andhra-pradesh,2022,2,Krishna,2552107
andhra-pradesh,2022,2,Guntur,2514794
andhra-pradesh,2022,2,Chittoor,2392549
andhra-pradesh,2022,2,Anantapur,1928213
andhra-pradesh,2022,2,Kurnool,1825280
andhra-pradesh,2022,2,West Godavari,1714357
andhra-pradesh,2022,2,Spsr Nellore,1509927
andhra-pradesh,2022,2,Prakasam,1487589
andhra-pradesh,2022,3,Visakhapatnam,3397514
andhra-pradesh,2022,3,East Godavari,2702234
andhra-pradesh,2022,3,Krishna,2685215
andhra-pradesh,2022,3,Guntur,2647100
andhra-pradesh,2022,3,Chittoor,2517657
andhra-pradesh,2022,3,Anantapur,2030824
andhra-pradesh,2022,3,Kurnool,1924127
andhra-pradesh,2022,3,West Godavari,1805967
andhra-pradesh,2022,3,Spsr Nellore,1588875
andhra-pradesh,2022,3,Prakasam,1567520
andhra-pradesh,2022,4,Visakhapatnam,3566854
andhra-pradesh,2022,4,East Godavari,2835087
andhra-pradesh,2022,4,Krishna,2813645
andhra-pradesh,2022,4,Guntur,2774365
andhra-pradesh,2022,4,Chittoor,2636036
andhra-pradesh,2022,4,Anantapur,2128066
andhra-pradesh,2022,4,Kurnool,2018290
andhra-pradesh,2022,4,West Godavari,1893310
andhra-pradesh,2022,4,Spsr Nellore,1663684
andhra-pradesh,2022,4,Prakasam,1642503
andhra-pradesh,2024,1,Visakhapatnam,4349723
andhra-pradesh,2024,1,East Godavari,3465605
andhra-pradesh,2024,1,Krishna,3423998
andhra-pradesh,2024,1,Guntur,3382454
andhra-pradesh,2024,1,Chittoor,3214678
andhra-pradesh,2024,1,Anantapur,2619335
andhra-pradesh,2024,1,Kurnool,2484451
andhra-pradesh,2024,1,West Godavari,2319971
andhra-pradesh,2024,1,Spsr Nellore,2037823
andhra-pradesh,2024,1,Prakasam,2022873
andhra-pradesh,2024,2,Visakhapatnam,4515738
andhra-pradesh,2024,2,East Godavari,3597667
andhra-pradesh,2024,2,Krishna,3552494
andhra-pradesh,2024,2,Guntur,3508719
andhra-pradesh,2024,2,Chittoor,3335024
andhra-pradesh,2024,2,Anantapur,2720387
andhra-pradesh,2024,2,Kurnool,2580812
andhra-pradesh,2024,2,West Godavari,2409237
andhra-pradesh,2024,2,Spsr Nellore,2114324
andhra-pradesh,2024,2,Prakasam,2099814
andhra-pradesh,2024,3,Visakhapatnam,2487971
